date,dairy_id,milk_yield,protein_pct,fat_pct
2025-12-15,B,202549,3.76,4.74
2025-12-16,A,207044,3.62,4.35
2025-12-16,B,302932,3.8,4.76
2025-12-17,A,311472,3.57,4.33
2025-12-17,B,202553,3.74,4.71
2025-12-18,A,206290,3.57,4.26
2025-12-18,B,202624,3.74,4.64
2025-12-19,A,207848,3.57,4.26
2025-12-19,B,303208,3.72,4.75
2025-12-20,A,312314,3.57,4.32
2025-12-20,B,252949,3.71,4.75
2025-12-21,A,206530,3.57,4.37
2025-12-21,B,252832,3.71,4.74
2025-12-22,A,206892,3.58,4.31
2025-12-22,B,252960,3.72,4.72
2025-12-23,A,310388,3.55,4.28
2025-12-23,B,252619,3.71,4.68
2025-12-24,A,310662,3.56,4.32
2025-12-24,B,252532,3.72,4.69
2025-12-25,A,207103,3.61,4.27
2025-12-25,B,253135,3.68,4.63
2025-12-26,A,207016,3.55,4.41
2025-12-26,B,253298,3.7,4.71
2025-12-27,A,239959,3.6,4.28
2025-12-27,B,252834,3.69,4.67
2025-12-28,A,319484,3.55,4.3
2025-12-28,B,251965,3.68,4.63
2025-12-29,A,220067,3.54,4.35
2025-12-29,B,252231,3.65,4.63
2025-12-30,A,310737,3.57,4.3
2025-12-30,B,252872,3.68,4.73
2025-12-31,A,206674,3.57,4.38
2025-12-31,B,253246,3.69,4.73
2026-01-01,A,354119,3.54,4.36
2026-01-01,B,252731,3.66,4.77
2026-01-02,A,207737,3.56,4.47
2026-01-02,B,252869,3.68,4.75
2026-01-03,A,310739,3.53,4.25
2026-01-03,B,201378,3.65,4.79
2026-01-04,A,309928,3.54,4.32
2026-01-04,B,303757,3.66,4.8
2026-01-05,A,310545,3.56,4.26
2026-01-05,B,252641,3.61,4.63
2026-01-06,A,206911,3.57,4.22
2026-01-06,B,303473,3.62,4.58
2026-01-07,A,309952,3.54,4.17
2026-01-07,B,253385,3.61,4.6
2026-01-08,A,309625,3.56,4.2
2026-01-08,B,303597,3.61,4.51
2026-01-09,A,206935,3.54,4.18
2026-01-09,B,254190,3.59,4.55
2026-01-10,A,309746,3.54,4.33
2026-01-10,B,252797,3.57,4.65
2026-01-11,A,310366,3.55,4.37
2026-01-11,B,303806,3.64,4.72
2026-01-12,A,309837,3.55,4.41
2026-01-12,B,252508,3.57,4.58
2026-01-13,A,206563,3.54,4.37
2026-01-13,B,302958,3.62,4.61
2026-01-14,A,310129,3.53,4.31
2026-01-14,B,253473,3.54,4.55
2026-01-15,A,310095,3.57,4.39
2026-01-15,B,304203,3.65,4.67
2026-01-16,A,207812,3.55,4.36
2026-01-16,B,303072,3.61,4.58
2026-01-17,A,307644,3.55,4.32
2026-01-17,B,303617,3.6,4.59
2026-01-18,A,310705,3.59,4.36
2026-01-18,B,253214,3.6,4.57
2026-01-19,A,207266,3.52,4.42
2026-01-19,B,303153,3.63,4.53
2026-01-20,A,309357,3.55,4.36
2026-01-20,B,303295,3.62,4.57
2026-01-21,A,310636,3.56,4.36
2026-01-21,B,253816,3.62,4.57
2026-01-22,A,309952,3.6,4.42
2026-01-22,B,302861,3.65,4.55
2026-01-23,A,207688,3.54,4.47
2026-01-23,B,304171,3.63,4.6
2026-01-24,A,307834,3.54,4.56
2026-01-24,B,253270,3.61,4.66
2026-01-25,A,207339,3.54,4.61
2026-01-25,B,303815,3.65,4.7
2026-01-26,A,310959,3.56,4.52
2026-01-26,B,303775,3.66,4.66
2026-01-27,A,337354,3.57,4.48
2026-01-27,B,304436,3.64,4.62
2026-01-28,A,311157,3.57,4.35
2026-01-28,B,253438,3.63,4.57
2026-01-29,A,310566,3.59,4.42
2026-01-29,B,353296,3.67,4.56
2026-01-30,A,309514,3.56,4.4
2026-01-30,B,253579,3.62,4.45
2026-01-31,A,308730,3.57,4.38
2026-01-31,B,305088,3.65,4.52
2026-02-01,A,207128,3.55,4.41
2026-02-01,B,302804,3.66,4.51
2026-02-02,A,311365,3.54,4.4
2026-02-02,B,305113,3.63,4.49
2026-02-03,A,313092,3.56,4.41
2026-02-03,B,302583,3.66,4.46
2026-02-04,A,310625,3.53,4.5
2026-02-04,B,303310,3.64,4.5
2026-02-05,A,310109,3.51,4.42
2026-02-05,B,304308,3.64,4.52
2026-02-06,A,310027,3.5,4.39
2026-02-06,B,303721,3.61,4.48
2026-02-07,A,309702,3.52,4.35
2026-02-07,B,305526,3.62,4.54
2026-02-08,A,310069,3.52,4.38
2026-02-08,B,302854,3.6,4.51
2026-02-09,A,310683,3.53,4.35
2026-02-09,B,303882,3.59,4.42
2026-02-10,A,310321,3.51,4.31
2026-02-10,B,303127,3.58,4.41
2026-02-11,A,309750,3.51,4.39
2026-02-11,B,303651,3.58,4.4
2026-02-12,A,309855,3.51,4.32
2026-02-12,B,306129,3.58,4.48
2026-02-13,A,310086,3.5,4.31
2026-02-13,B,302687,3.58,4.38
2026-02-14,A,309783,3.48,4.31
2026-02-14,B,253640,3.54,4.34
2026-02-15,A,310156,3.48,4.27
2026-02-15,B,354074,3.57,4.36
2026-02-16,A,309702,3.49,4.25
2026-02-16,B,303841,3.53,4.32
2026-02-17,A,310204,3.48,4.26
2026-02-17,B,252748,3.51,4.31
2026-02-18,A,309846,3.45,4.29
2026-02-18,B,304016,3.52,4.27
2026-02-19,A,361592,3.45,4.16
2026-02-19,B,303242,3.53,4.28
2026-02-20,A,361387,3.47,4.2
2026-02-20,B,304532,3.55,4.28
2026-02-21,A,311105,3.44,4.16
2026-02-21,B,305130,3.52,4.3
2026-02-22,A,311717,3.47,4.16
2026-02-22,B,303117,3.57,4.27
2026-02-23,A,312591,3.44,4.12
2026-02-23,B,303785,3.57,4.34
2026-02-24,A,314369,3.48,4.21
2026-02-24,B,303598,3.56,4.37
2026-02-25,A,309493,3.46,4.06
2026-02-25,B,303384,3.54,4.29
2026-02-26,A,315102,3.49,4.15
2026-02-26,B,304142,3.57,4.34
2026-02-27,A,414411,3.47,4.08
2026-02-27,B,304522,3.52,4.25
2026-02-28,A,310906,3.49,4.07
2026-02-28,B,303042,3.56,4.23
2026-03-01,A,310873,3.48,4.06
2026-03-01,B,306245,3.58,4.33
2026-03-02,A,310817,3.5,4.16
2026-03-02,B,303207,3.58,4.35
2026-03-03,A,310114,3.51,4.15
2026-03-03,B,304110,3.57,4.27
2026-03-04,A,412119,3.48,4.09
2026-03-04,B,303686,3.56,4.26
2026-03-05,A,309723,3.49,4.1
2026-03-05,B,303081,3.56,4.24
2026-03-06,A,310238,3.49,4.08
2026-03-06,B,303972,3.53,4.19
2026-03-07,A,309432,3.47,4.12
2026-03-07,B,303421,3.51,4.19
2026-03-08,A,412825,3.47,4.07
2026-03-08,B,302620,3.53,4.19
2026-03-09,A,311157,3.46,4.01
2026-03-09,B,303597,3.5,4.12
2026-03-10,A,312111,3.46,4.0
2026-03-10,B,303629,3.47,4.15
2026-03-11,A,415408,3.49,4.01
2026-03-11,B,305179,3.49,4.13
2026-03-12,A,311310,3.49,4.05
2026-03-12,B,303296,3.52,4.32
2026-03-13,A,311346,3.48,4.04
2026-03-13,B,253081,3.49,4.21
2026-03-14,A,415198,3.48,4.01
2026-03-14,B,352005,3.55,4.27
2026-03-15,A,310375,3.45,4.04
2026-03-15,B,254638,3.51,4.2
2026-03-16,A,317632,3.46,3.96
2026-03-16,B,305078,3.52,4.16
2026-03-17,A,415376,3.47,3.93
2026-03-17,B,304362,3.57,4.24
2026-03-18,A,413982,3.5,4.0
2026-03-18,B,303875,3.56,4.19
2026-03-19,A,310950,3.5,3.89
2026-03-19,B,303313,3.53,4.1
2026-03-20,A,312510,3.47,3.9
2026-03-20,B,252712,3.51,4.04
2026-03-21,A,416312,3.48,3.91
2026-03-21,B,303119,3.53,4.14
2026-03-22,A,311834,3.44,3.96
2026-03-22,B,303349,3.5,4.08
2026-03-23,A,415673,3.48,4.02
2026-03-23,B,304146,3.56,4.19
2026-03-24,A,312105,3.49,4.09
2026-03-24,B,252313,3.54,4.15
2026-03-25,A,416649,3.45,3.96
2026-03-25,B,303347,3.53,4.1
2026-03-26,A,312197,3.43,3.9
2026-03-26,B,303044,3.48,4.03
2026-03-27,A,417499,3.45,3.94
2026-03-27,B,303435,3.49,4.05
2026-03-28,A,312004,3.47,4.03
2026-03-28,B,251091,3.52,4.15
2026-03-29,A,313085,3.45,3.96
2026-03-29,B,301784,3.49,4.02
2026-03-30,A,425752,3.43,3.86
2026-03-30,B,304468,3.46,3.93
2026-03-31,A,416258,3.47,3.81
2026-03-31,B,253189,3.47,3.92
2026-04-01,A,312662,3.49,3.81
2026-04-01,B,302512,3.5,4.08
2026-04-02,A,410579,3.5,3.82
2026-04-02,B,303986,3.49,4.09
2026-04-03,A,313025,3.46,3.86
2026-04-03,B,303704,3.5,4.05
2026-04-04,A,309161,3.48,3.83
2026-04-04,B,253155,3.48,4.02
2026-04-05,A,414794,3.51,3.8
2026-04-05,B,302745,3.52,4.09
2026-04-06,A,312444,3.52,3.83
2026-04-06,B,303312,3.52,4.15
2026-04-07,A,416971,3.51,3.8
2026-04-07,B,254030,3.5,4.11
2026-04-08,A,312670,3.52,3.81
2026-04-08,B,302904,3.5,4.12
2026-04-09,A,417101,3.51,3.78
2026-04-09,B,302779,3.49,4.12
2026-04-10,A,313331,3.49,3.84
2026-04-10,B,253421,3.49,4.07
2026-04-11,A,416187,3.5,4.01
2026-04-11,B,303912,3.49,4.08
2026-04-12,A,364988,3.49,3.94
2026-04-12,B,302672,3.48,4.03
2026-04-13,A,364638,3.45,3.86
2026-04-13,B,303758,3.46,3.92
2026-04-14,A,312988,3.44,3.72
2026-04-14,B,303278,3.45,3.84
2026-04-15,A,416742,3.46,3.7
2026-04-15,B,304262,3.45,3.98
2026-04-16,A,313253,3.46,3.76
2026-04-16,B,253487,3.42,3.95
2026-04-17,A,422802,3.45,3.73
2026-04-17,B,303525,3.45,3.98
2026-04-18,A,416514,3.45,3.8
2026-04-18,B,304803,3.48,4.08
2026-04-19,A,312631,3.43,3.82
2026-04-19,B,303189,3.47,4.12
2026-04-20,A,312266,3.49,3.83
2026-04-20,B,303706,3.48,4.06
2026-04-21,A,416721,3.45,3.79
2026-04-21,B,303562,3.48,4.01
2026-04-22,A,416808,3.44,3.72
2026-04-22,B,303820,3.46,4.04
2026-04-23,A,416557,3.44,3.72
2026-04-23,B,303517,3.45,4.06
2026-04-24,A,312259,3.4,3.66
2026-04-24,B,303615,3.41,4.03
2026-04-25,A,416382,3.43,3.78
2026-04-25,B,303579,3.43,4.06
2026-04-26,A,312527,3.44,3.79
2026-04-26,B,258523,3.42,3.95
2026-04-27,A,416808,3.43,3.69
2026-04-27,B,298943,3.46,3.99
2026-04-28,A,313157,3.43,3.65
2026-04-28,B,303670,3.45,4.0
2026-04-29,A,417241,3.43,3.71
2026-04-29,B,254837,3.46,4.07
2026-04-30,A,417384,3.46,3.8
2026-04-30,B,303878,3.43,4.12
2026-05-01,A,313009,3.43,3.71
2026-05-01,B,303687,3.43,4.12
2026-05-02,A,416874,3.45,3.81
2026-05-02,B,303883,3.43,4.18
2026-05-03,A,312848,3.42,3.73
2026-05-03,B,303544,3.44,4.13
2026-05-04,A,416939,3.45,3.71
2026-05-04,B,304950,3.43,4.1
2026-05-05,A,312592,3.4,3.65
2026-05-05,B,303722,3.45,4.08
2026-05-06,A,417402,3.44,3.72
2026-05-06,B,202464,3.41,4.11
2026-05-07,A,312685,3.44,3.77
2026-05-07,B,354526,3.43,4.13
2026-05-08,A,416711,3.42,3.74
2026-05-08,B,253513,3.4,4.07
2026-05-09,A,411618,3.39,3.64
2026-05-09,B,303047,3.42,4.06
2026-05-10,A,308398,3.4,3.64
2026-05-10,B,303119,3.41,4.04
2026-05-11,A,413379,3.41,3.64
2026-05-11,B,303816,3.41,3.95
2026-05-12,A,312425,3.44,3.78
2026-05-12,B,303350,3.45,3.96
2026-05-13,A,417342,3.41,3.74
2026-05-13,B,303296,3.45,3.97
2026-05-14,A,308642,3.45,3.85
2026-05-14,B,302813,3.46,4.07
2026-05-15,A,417009,3.44,3.83
2026-05-15,B,253148,3.44,4.0
2026-05-16,A,311213,3.41,3.86
2026-05-16,B,303485,3.44,4.09
2026-05-17,A,410239,3.41,3.81
2026-05-17,B,304044,3.43,4.08
2026-05-18,A,305728,3.4,3.78
2026-05-18,B,253073,3.39,4.02
2026-05-19,A,414888,3.36,3.8
2026-05-19,B,303473,3.39,3.99
2026-05-20,A,418561,3.39,3.78
2026-05-20,B,303830,3.39,4.04
2026-05-21,A,308321,3.39,3.86
2026-05-21,B,305061,3.42,4.01
2026-05-22,A,364731,3.39,3.82
2026-05-22,B,303224,3.41,3.94
2026-05-23,A,365025,3.4,3.91
2026-05-23,B,302560,3.41,3.97
2026-05-24,A,312748,3.37,3.83
2026-05-24,B,304024,3.39,3.91
2026-05-25,A,416267,3.39,3.84
2026-05-25,B,303633,3.38,3.9
2026-05-26,A,309954,3.38,3.82
2026-05-26,B,302849,3.38,3.93
2026-05-27,A,417414,3.35,3.81
2026-05-27,B,304030,3.39,4.02
2026-05-28,A,416464,3.4,3.82
2026-05-28,B,203134,3.36,4.01
2026-05-29,A,312666,3.39,3.77
2026-05-29,B,303973,3.36,3.98
2026-05-30,A,416769,3.41,3.83
2026-05-30,B,303864,3.36,3.98
2026-05-31,A,312638,3.44,3.76
2026-05-31,B,303740,3.37,3.98
2026-06-01,A,312818,3.43,3.81
2026-06-01,B,303580,3.39,3.92
2026-06-02,A,415957,3.44,3.81
2026-06-02,B,304383,3.39,3.9
2026-06-03,A,312037,3.44,3.78
2026-06-03,B,303151,3.39,3.86
2026-06-04,A,364506,3.43,3.7
2026-06-04,B,304375,3.4,3.85
2026-06-05,A,364724,3.44,3.77
2026-06-05,B,305247,3.4,3.9
2026-06-06,A,312496,3.42,3.85
2026-06-06,B,203506,3.4,3.92
2026-06-07,A,312483,3.42,4.03
2026-06-07,B,302922,3.39,3.91
2026-06-08,A,364404,3.39,4.07
2026-06-08,B,304356,3.39,3.96
2026-06-09,A,363554,3.4,4.09
2026-06-09,B,304662,3.42,4.07
2026-06-10,A,312100,3.38,4.09
2026-06-10,B,305726,3.36,3.95
2026-06-11,A,416517,3.39,4.17
2026-06-11,B,303669,3.37,4.22
2026-06-12,A,312249,3.39,4.12
2026-06-12,B,202389,3.39,4.05
2026-06-13,A,208293,3.39,4.13
2026-06-13,B,275689,3.34,3.98
2026-06-14,A,416311,3.38,4.12
2026-06-14,B,282609,3.39,4.14
2026-06-15,A,312399,3.38,4.14
2026-06-15,B,287165,3.36,4.09
